user_id,total_session_count,total_category_browse_count,added_to_cart,cart_value,search_count,days_active_last_7,event_count
QB103367,9,5,yes,115.11,5,3,13
QB103380,4,1,no,0.0,3,1,5
QB103384,2,0,no,0.0,1,1,6
QB103390,18,8,yes,383.88,11,4,43
QB103394,2,0,no,0.0,1,1,2
QB103398,18,10,no,0.0,5,4,22
QB103402,3,2,no,0.0,3,2,4
QB103405,18,5,yes,121.13,9,6,73
QB103408,1,1,no,0.0,2,1,3
QB103420,13,14,yes,433.75,7,7,72
QB103422,6,3,no,0.0,2,3,29
QB103429,1,3,no,0.0,3,1,7
QB103439,2,1,yes,168.05,1,1,2
QB103450,9,6,no,0.0,3,4,18
QB103452,19,6,yes,467.55,3,5,22
QB103455,2,0,no,0.0,2,1,4
QB103462,5,7,no,0.0,5,3,12
QB103474,2,0,no,0.0,0,1,2
QB103482,3,2,no,0.0,3,1,9
QB103491,4,1,no,0.0,0,2,4
QB103498,18,14,yes,132.55,3,7,55
QB103501,13,11,no,0.0,11,7,34
QB103509,1,0,no,0.0,1,1,6
QB103513,6,6,yes,154.02,3,7,62
QB103514,19,10,yes,275.66,9,7,69
QB103531,17,12,yes,143.72,11,5,40
QB103542,2,1,no,0.0,2,1,4
QB103544,12,13,yes,124.67,5,4,31
QB103545,2,3,yes,711.04,5,4,11
QB103549,18,6,yes,290.14,3,5,57
QB103550,13,11,yes,417.39,9,5,61
QB103551,8,11,yes,215.77,9,5,62
QB103553,2,0,no,0.0,0,1,3
QB103556,2,6,yes,226.87,1,2,10
QB103557,4,7,yes,241.17,4,3,31
QB103561,18,9,yes,290.59,10,5,27
QB103570,14,5,yes,98.23,6,4,30
QB103571,1,3,no,0.0,2,2,12
QB103572,1,1,no,0.0,1,1,2
QB103578,3,2,yes,285.28,4,3,20
QB103584,4,3,no,0.0,0,1,4
QB103587,15,7,no,0.0,8,4,42
QB103593,7,2,yes,170.96,1,4,10
QB103602,2,0,no,0.0,1,1,4
QB103605,1,1,no,0.0,2,1,4
QB103614,2,1,yes,251.04,1,1,8
QB103616,8,2,no,0.0,3,3,30
QB103617,1,1,no,0.0,2,1,4
QB103618,10,5,yes,293.93,4,7,25
QB103620,14,11,yes,218.99,11,6,30
QB103630,1,0,no,0.0,0,1,7
QB103636,1,3,no,0.0,2,2,13
QB103637,2,0,no,0.0,0,1,2
QB103660,10,13,yes,411.5,4,5,61
QB103662,1,2,no,0.0,1,1,6
QB103672,1,1,no,0.0,0,1,7
QB103674,2,1,no,0.0,1,1,1
QB103675,8,5,yes,280.0,2,4,32
QB103676,5,4,no,0.0,1,3,32
QB103682,4,3,yes,218.2,2,2,9
QB103703,7,8,yes,277.13,3,4,24
QB103710,3,3,yes,308.38,2,2,26
QB103714,1,1,no,0.0,2,1,6
QB103716,6,7,no,0.0,1,3,16
QB103719,1,2,yes,246.48,0,2,3
QB103724,6,14,yes,375.19,7,7,26
QB103735,7,4,yes,179.18,3,5,43
QB103743,17,10,no,0.0,3,5,44
QB103764,2,5,no,0.0,4,3,8
QB103765,2,1,no,0.0,1,1,4
QB103766,2,1,yes,415.09,0,1,1
QB103787,2,0,no,0.0,1,1,3
QB103794,18,7,yes,210.13,10,4,55
QB103803,2,2,no,0.0,0,2,3
QB103806,9,5,no,0.0,4,4,20
QB103807,1,1,no,0.0,3,2,8
QB103809,2,1,yes,144.22,3,1,10
QB103810,2,0,no,0.0,0,1,6
QB103820,9,7,yes,490.0,2,2,27
QB103826,17,8,yes,578.69,10,7,79
QB103827,5,6,yes,361.65,3,3,14
QB103835,16,5,yes,280.27,4,5,63
QB103850,12,13,no,0.0,4,4,68
QB103851,1,0,no,0.0,2,1,3
QB103853,1,0,no,0.0,1,1,5
QB103855,1,0,no,0.0,2,1,5
QB103857,2,0,no,0.0,0,1,6
QB103859,15,11,yes,203.41,11,6,38
QB103864,1,0,no,0.0,0,1,5
QB103867,7,4,yes,362.44,3,2,28
QB103872,8,4,no,0.0,5,2,30
QB103883,5,6,no,0.0,1,2,11
QB103890,3,7,yes,359.19,3,3,32
QB103895,17,8,yes,693.18,4,7,72
QB103898,3,2,no,0.0,2,1,5
QB103902,18,10,yes,168.77,5,6,20
QB103907,5,13,yes,170.3,11,5,31
QB103908,1,1,no,0.0,2,1,2
QB103915,2,1,yes,423.74,0,1,8
QB103934,1,1,no,0.0,0,1,3
QB103938,18,8,yes,194.38,8,6,35
QB103939,2,2,yes,384.32,5,2,30
QB103940,3,2,no,0.0,3,2,6
QB103946,4,2,no,0.0,1,1,4
QB103947,1,3,yes,214.04,0,1,8
QB103957,2,1,no,0.0,2,1,7
QB103959,2,3,yes,257.13,3,3,34
QB103963,1,0,no,0.0,1,1,6
QB103966,4,6,no,0.0,5,3,19
QB103984,2,1,yes,162.64,1,2,10
QB103987,4,3,no,0.0,2,2,3
QB103993,4,1,yes,229.29,1,1,4
QB103997,1,0,no,0.0,1,1,5
QB104013,5,4,yes,358.48,4,3,22
QB104015,2,4,yes,343.26,3,4,14
QB104016,15,5,no,0.0,3,6,40
QB104017,3,4,yes,269.0,2,3,27
QB104018,1,1,no,0.0,3,2,7
QB104019,11,7,no,0.0,9,6,35
QB104022,2,1,no,0.0,1,1,1
QB104026,1,0,no,0.0,1,1,7
QB104027,2,6,no,0.0,5,3,21
QB104036,6,3,no,0.0,5,2,31
QB104045,17,7,yes,513.73,11,7,55
QB104051,15,6,yes,306.31,8,7,59
QB104053,13,6,no,0.0,6,6,77
QB104055,19,14,yes,677.62,4,5,31
QB104057,2,1,no,0.0,0,1,6
QB104058,14,10,yes,261.21,3,4,67
QB104066,8,6,yes,508.33,5,3,34
QB104071,19,9,yes,346.34,8,6,76
QB104081,2,6,no,0.0,3,4,30
QB104091,4,4,no,0.0,5,4,28
QB104094,11,4,yes,136.59,10,7,43
QB104095,6,13,no,0.0,7,7,60
QB104098,9,5,no,0.0,3,3,12
QB104099,2,0,no,0.0,2,1,5
QB104101,4,3,yes,204.38,5,2,8
QB104106,17,11,yes,155.56,8,6,53
QB104117,7,4,yes,362.43,11,5,37
QB104124,13,7,yes,284.37,8,4,61
QB104125,14,7,yes,210.2,8,7,76
QB104126,2,0,no,0.0,2,1,4
QB104135,9,5,yes,149.15,4,3,28
QB104144,2,1,no,0.0,1,1,7
QB104146,6,9,yes,279.65,10,4,71
QB104171,8,3,no,0.0,4,4,32
QB104173,12,9,yes,151.95,3,4,30
QB104180,17,13,no,0.0,5,4,69
QB104184,3,2,no,0.0,0,1,7
QB104189,8,14,yes,249.98,10,4,46
QB104200,3,2,yes,253.25,3,2,10
QB104201,9,14,yes,318.39,8,6,74
QB104204,2,6,no,0.0,1,3,17
QB104205,1,1,no,0.0,2,1,5
QB104215,2,1,no,0.0,0,1,4
QB104220,7,4,yes,240.82,8,4,56
QB104224,1,0,no,0.0,1,1,6
QB104227,19,5,no,0.0,11,4,32
QB104250,2,1,no,0.0,2,1,2
QB104255,2,1,no,0.0,1,2,10
QB104261,14,12,yes,101.72,4,4,21
QB104262,5,6,yes,158.57,8,5,57
QB104263,16,14,yes,265.25,6,6,60
QB104264,2,5,no,0.0,2,4,19
QB104270,2,3,no,0.0,0,2,3
QB104274,6,5,yes,247.83,2,4,23
QB104277,1,0,no,0.0,2,1,7
QB104288,1,0,no,0.0,0,1,2
QB104294,2,0,yes,329.47,1,1,6
QB104303,2,4,no,0.0,1,2,31
QB104307,4,4,yes,256.02,1,2,8
QB104308,17,10,yes,287.06,9,7,46
QB104313,4,1,no,0.0,3,2,9
QB104324,3,3,yes,168.65,2,1,3
QB104326,8,6,yes,192.12,6,6,60
QB104328,5,5,yes,132.94,4,4,25
QB104341,9,2,yes,145.93,1,3,33
QB104342,12,7,yes,199.77,11,5,45
QB104361,7,6,no,0.0,5,3,12
QB104366,2,0,no,0.0,2,1,5
QB104374,7,3,yes,103.89,4,3,30
QB104376,2,1,no,0.0,1,1,1
QB104379,10,8,yes,197.21,7,7,42
QB104399,8,7,yes,260.58,4,3,13
QB104411,1,0,no,0.0,1,1,3
QB104416,2,0,no,0.0,1,1,1
QB104419,2,0,no,0.0,1,1,6
QB104424,8,2,yes,450.72,4,3,20
QB104434,7,5,yes,321.27,10,7,68
QB104445,2,1,no,0.0,0,1,2
QB104447,1,2,no,0.0,3,2,10
QB104450,19,12,yes,640.21,5,4,50
QB104454,7,6,no,0.0,3,2,20
QB104461,5,6,yes,223.15,1,2,9
QB104463,9,11,no,0.0,10,6,65
QB104464,7,8,no,0.0,4,5,69
QB104478,2,0,no,0.0,2,1,6
QB104482,3,2,yes,283.49,3,1,6
QB104484,9,9,no,0.0,5,6,46
QB104486,4,5,yes,121.8,1,4,11
QB104487,1,0,no,0.0,0,1,5
QB104494,11,12,yes,291.06,9,4,57
QB104499,1,0,no,0.0,2,1,3
QB104505,3,4,no,0.0,3,3,31
QB104507,10,13,no,0.0,7,5,40
QB104512,5,4,no,0.0,3,4,17
QB104521,13,13,yes,173.2,4,7,60
QB104522,5,7,yes,255.14,2,2,22
QB104553,2,1,no,0.0,2,2,4
QB104559,7,7,no,0.0,4,4,19
QB104566,5,7,no,0.0,5,3,34
QB104570,1,1,yes,729.04,1,1,3
QB104584,2,1,no,0.0,0,1,4
QB104586,12,10,yes,686.38,6,4,43
QB104588,16,14,yes,340.89,8,7,26
QB104589,1,1,no,0.0,0,1,1
QB104591,3,3,no,0.0,2,1,5
QB104592,1,2,no,0.0,3,1,7
QB104618,1,0,no,0.0,2,1,4
QB104622,5,6,yes,251.37,5,4,26
QB104627,3,3,no,0.0,1,2,8
QB104636,17,7,no,0.0,4,7,71
QB104639,1,0,no,0.0,2,1,6
QB104641,18,5,yes,72.46,7,6,49
QB104642,1,1,no,0.0,1,1,4
QB104647,2,2,yes,148.36,4,3,30
QB104659,4,6,yes,214.96,4,4,29
QB104662,9,2,no,0.0,2,3,8
QB104678,3,3,no,0.0,4,2,11
QB104686,13,5,yes,183.64,4,4,72
QB104688,18,13,yes,294.81,5,6,69
QB104689,1,0,no,0.0,0,1,7
QB104703,10,13,no,0.0,9,4,74
QB104705,18,9,no,0.0,7,7,43
QB104706,16,6,yes,270.77,10,7,48
QB104707,8,2,no,0.0,1,4,17
QB104711,3,3,no,0.0,3,1,13
QB104713,8,5,yes,378.71,10,4,21
QB104733,1,0,no,0.0,0,1,6
QB104735,4,3,no,0.0,3,1,14
QB104737,4,7,yes,332.32,5,3,9
QB104749,10,12,no,0.0,3,7,76
QB104753,2,0,no,0.0,2,1,5
QB104757,4,1,no,0.0,3,1,6
QB104760,4,1,yes,128.73,1,2,4
QB104762,11,9,no,0.0,6,5,47
QB104764,1,0,no,0.0,0,1,3
QB104767,2,3,yes,99.22,1,1,6
QB104771,1,1,no,0.0,0,1,3
QB104789,1,1,no,0.0,1,1,3
QB104791,5,4,yes,347.54,1,2,25
QB104792,3,4,no,0.0,3,2,18
QB104796,2,1,no,0.0,1,1,5
QB104800,1,1,no,0.0,2,2,12
QB104802,5,14,no,0.0,8,7,65
QB104805,2,0,no,0.0,0,1,3
QB104810,19,6,yes,113.21,5,7,78
QB104812,1,0,no,0.0,2,1,7
QB104824,13,11,yes,268.1,5,5,27
QB104827,7,7,no,0.0,4,2,27
QB104833,1,1,no,0.0,2,1,7
QB104836,6,6,yes,261.09,5,2,17
QB104838,14,14,yes,181.18,10,6,59
QB104840,9,5,yes,299.21,3,3,23
QB104842,2,2,no,0.0,0,1,7
QB104851,5,6,no,0.0,3,4,21
QB104852,3,1,no,0.0,2,2,3
QB104853,9,8,no,0.0,3,7,49
QB104862,1,1,no,0.0,1,1,3
QB104863,7,7,yes,251.14,1,3,25
QB104873,4,1,no,0.0,1,1,9
QB104876,8,2,yes,202.17,3,3,11
QB104877,9,5,yes,303.18,4,7,69
QB104881,13,11,no,0.0,4,4,54
QB104883,2,0,no,0.0,1,1,6
QB104888,4,5,no,0.0,5,2,16
QB104894,3,6,no,0.0,1,2,31
QB104911,17,6,no,0.0,4,7,27
QB104912,3,2,no,0.0,1,1,4
QB104913,1,3,yes,288.05,0,1,12
QB104915,1,1,no,0.0,2,2,13
QB104919,1,0,no,0.0,2,1,6
QB104922,5,5,no,0.0,4,2,15
QB104929,2,5,yes,311.67,1,3,32
QB104933,1,1,no,0.0,1,1,6
QB104941,8,14,yes,96.93,9,5,41
QB104943,2,1,yes,146.4,2,2,6
QB104947,19,13,yes,228.21,9,4,20
QB104952,11,5,yes,204.15,8,5,78
QB104953,3,4,no,0.0,5,3,10
QB104961,10,7,yes,443.86,11,6,77
QB104963,1,1,no,0.0,0,1,12
QB104965,3,3,no,0.0,0,2,13
QB104973,9,11,no,0.0,11,7,30
QB104977,1,1,no,0.0,0,1,7
QB104982,7,6,no,0.0,3,4,14
QB104987,9,5,no,0.0,1,3,27
QB104989,1,3,no,0.0,2,1,4
QB104992,5,14,yes,570.53,8,6,33
QB105002,2,5,yes,101.76,1,2,32
QB105004,18,4,no,0.0,5,7,57
QB105010,7,5,yes,315.04,2,4,32
QB105016,18,6,yes,173.28,8,7,56
QB105025,2,0,no,0.0,1,1,7
QB105028,2,1,no,0.0,1,1,7
QB105029,5,7,yes,329.57,5,2,32
QB105031,5,6,no,0.0,2,3,16
QB105033,6,6,yes,210.8,2,4,34
QB105034,2,2,yes,179.27,3,2,6
QB105046,2,0,no,0.0,0,1,7
QB105047,4,3,no,0.0,3,1,6
QB105049,19,6,yes,265.51,7,4,60
QB105059,2,3,yes,274.94,1,2,31
QB105064,19,7,yes,257.92,8,6,73
QB105078,7,4,yes,325.57,7,5,43
QB105080,2,0,no,0.0,0,1,3
QB105081,6,8,yes,370.09,5,4,77
QB105085,2,2,no,0.0,2,2,8
QB105092,2,1,no,0.0,1,1,1
QB105094,9,3,yes,205.92,4,3,28
QB105097,4,2,no,0.0,2,1,14
QB105099,4,1,no,0.0,1,1,8
QB105100,2,1,no,0.0,1,1,6
QB105102,2,0,no,0.0,1,1,5
QB105108,2,3,no,0.0,2,1,4
QB105112,6,7,no,0.0,2,2,31
QB105113,2,0,no,0.0,1,1,5
QB105114,1,1,no,0.0,1,1,3
QB105115,3,2,no,0.0,1,2,23
QB105116,2,3,no,0.0,2,2,7
QB105117,4,2,no,0.0,2,2,23
QB105131,2,3,no,0.0,5,2,24
QB105132,2,4,yes,94.67,4,2,34
QB105143,2,1,no,0.0,2,1,4
QB105145,2,3,no,0.0,1,2,14
QB105153,4,5,no,0.0,3,4,27
QB105158,17,5,yes,417.93,11,6,54
QB105161,8,12,yes,146.23,11,5,37
QB105168,4,4,yes,201.51,2,4,12
QB105170,17,8,yes,153.61,8,5,54
QB105173,7,3,no,0.0,5,4,25
QB105188,1,0,no,0.0,0,1,4
QB105190,2,1,no,0.0,1,1,5
QB105193,3,2,no,0.0,1,2,5
QB105199,10,7,yes,632.59,6,6,21
QB105202,3,3,yes,234.31,2,3,22
QB105206,2,0,no,0.0,1,1,2
QB105207,17,7,yes,268.27,3,6,51
QB105215,15,10,yes,189.73,8,7,45
QB105223,4,6,no,0.0,1,4,34
QB105231,1,1,no,0.0,0,1,7
QB105236,1,1,no,0.0,0,1,2
QB105237,3,1,no,0.0,2,1,7
QB105238,11,12,yes,304.63,4,4,68
QB105255,12,8,yes,145.4,4,7,32
QB105256,7,5,no,0.0,4,4,22
QB105258,6,4,yes,124.76,3,2,24
QB105262,1,0,no,0.0,0,1,7
QB105265,18,11,yes,885.61,10,4,20
QB105268,1,1,no,0.0,1,1,2
QB105272,4,4,yes,275.78,5,4,17
QB105274,2,0,no,0.0,0,1,6
QB105283,1,1,no,0.0,2,1,11
QB105293,1,1,no,0.0,2,1,2
QB105295,18,12,no,0.0,5,4,37
QB105302,18,11,yes,609.71,3,4,79
QB105304,4,3,no,0.0,2,1,7
QB105309,1,0,no,0.0,1,1,2
QB105310,2,0,no,0.0,1,1,7
QB105311,5,5,no,0.0,4,4,8
QB105312,10,11,yes,230.06,7,4,29
QB105321,6,13,yes,568.51,8,5,77
QB105328,7,10,no,0.0,5,7,79
QB105339,4,3,no,0.0,2,1,12
QB105345,8,2,yes,307.43,5,4,29
QB105346,11,10,yes,309.19,4,7,48
QB105352,2,1,no,0.0,1,1,4
QB105363,3,2,no,0.0,4,4,26
QB105364,3,2,yes,222.51,3,2,11
QB105367,7,6,yes,335.11,1,3,17
QB105368,4,2,yes,334.7,5,2,15
QB105375,4,1,yes,365.44,2,1,14
QB105392,9,7,yes,325.97,9,5,35
QB105397,2,1,yes,321.88,0,1,7
QB105404,13,6,yes,290.77,11,6,53
QB105409,2,2,no,0.0,2,4,18
QB105411,1,2,yes,310.66,0,1,4
QB105422,1,0,no,0.0,0,1,4
QB105423,2,0,no,0.0,0,1,2
QB105424,15,7,no,0.0,3,7,56
QB105433,4,6,no,0.0,3,3,27
QB105435,2,0,no,0.0,2,1,5
QB105448,2,0,no,0.0,1,1,2
QB105451,9,3,no,0.0,3,4,16
QB105459,18,8,yes,259.49,4,4,45
QB105460,3,5,no,0.0,1,2,17
QB105465,9,3,yes,145.35,3,4,34
QB105469,6,6,no,0.0,4,2,20
QB105471,7,5,yes,230.23,7,6,68
QB105478,1,1,no,0.0,0,1,3
QB105483,2,3,yes,159.94,3,3,30
QB105487,2,1,no,0.0,0,1,2
QB105488,5,6,yes,214.4,4,7,28
QB105490,2,1,no,0.0,2,1,3
QB105495,1,0,no,0.0,0,1,2
QB105500,4,2,no,0.0,3,1,11
QB105502,1,0,no,0.0,2,1,3
QB105505,8,3,yes,347.4,4,2,34
QB105507,2,1,no,0.0,0,1,4
QB105513,2,1,no,0.0,1,1,6
QB105537,3,5,no,0.0,4,4,31
QB105541,15,10,yes,262.79,4,5,78
QB105556,6,6,yes,832.8,11,4,78
QB105561,2,0,no,0.0,2,1,4
QB105564,7,8,yes,561.74,8,5,29
QB105574,2,2,no,0.0,2,3,8
QB105576,5,5,yes,270.18,3,2,23
QB105582,16,14,yes,435.41,9,4,45
QB105588,2,3,yes,157.2,1,2,15
QB105590,4,6,no,0.0,3,4,29
QB105591,18,10,yes,373.84,7,6,32
QB105592,1,1,no,0.0,1,1,2
QB105594,6,5,no,0.0,5,4,12
QB105595,9,3,yes,387.81,3,3,26
QB105598,4,3,no,0.0,5,2,18
QB105604,2,5,no,0.0,1,2,23
QB105610,12,13,yes,513.66,3,6,61
QB105627,12,4,yes,165.08,7,5,36
QB105629,1,0,no,0.0,0,1,7
QB105631,7,3,yes,206.91,5,3,9
QB105641,18,4,yes,309.26,4,5,34
QB105644,10,10,yes,393.31,8,4,48
QB105653,5,7,no,0.0,3,3,18
QB105664,2,1,no,0.0,2,1,11
QB105667,1,1,no,0.0,1,1,6
QB105670,12,13,yes,209.14,8,7,79
QB105676,7,3,yes,57.11,2,2,22
QB105680,8,13,yes,222.03,8,7,66
QB105687,1,1,no,0.0,1,1,6
QB105689,15,5,yes,144.22,8,5,61
QB105690,9,6,yes,408.39,4,5,51
QB105697,13,8,yes,351.57,11,5,34
QB105700,1,0,no,0.0,1,1,6
QB105709,2,2,yes,462.25,3,2,5
QB105729,2,0,no,0.0,0,1,7
QB105732,6,2,no,0.0,1,2,30
QB105733,2,6,yes,117.57,2,3,10
QB105736,10,12,yes,123.9,6,5,20
QB105742,19,9,yes,137.13,11,4,28
QB105743,1,0,no,0.0,0,1,3
QB105744,8,7,yes,347.91,3,4,40
QB105750,1,1,no,0.0,1,1,2
QB105751,15,12,no,0.0,11,4,57
QB105756,9,6,yes,494.66,3,4,20
QB105772,1,1,no,0.0,1,1,5
QB105775,3,3,no,0.0,1,2,3
QB105777,12,13,no,0.0,5,5,27
QB105783,3,6,no,0.0,5,4,22
QB105797,2,4,no,0.0,1,4,31
QB105800,1,1,no,0.0,1,1,1
QB105802,5,5,yes,812.21,2,2,20
QB105805,8,4,yes,261.41,3,4,8
QB105806,5,13,yes,96.12,5,6,39
QB105808,5,14,yes,133.22,3,7,61
QB105810,4,3,yes,480.85,1,2,8
QB105819,3,3,yes,174.74,0,1,13
QB105841,8,3,no,0.0,4,2,31
QB105848,3,2,yes,706.55,1,2,10
QB105856,12,4,yes,172.74,11,4,21
QB105860,4,3,no,0.0,2,2,11
QB105861,8,7,no,0.0,9,6,71
QB105870,1,1,no,0.0,2,1,2
QB105874,5,6,no,0.0,2,3,23
QB105880,2,0,no,0.0,1,1,6
QB105881,8,4,yes,107.21,1,4,21
QB105882,9,4,no,0.0,4,2,32
QB105884,5,2,yes,224.68,5,4,23
QB105889,16,7,yes,583.41,8,4,32
QB105894,1,1,no,0.0,1,1,3
QB105909,6,2,no,0.0,4,2,8
QB105912,3,5,no,0.0,3,2,23
QB105916,3,6,no,0.0,5,2,30
QB105921,19,8,yes,376.05,11,6,42
QB105932,2,1,no,0.0,0,1,3
QB105940,19,6,yes,83.81,5,5,47
QB105941,9,2,yes,320.96,4,3,21
QB105949,9,3,no,0.0,2,2,11
QB105950,7,5,yes,139.79,4,2,31
QB105954,2,1,no,0.0,2,1,6
QB105956,2,0,no,0.0,1,1,3
QB105959,15,14,yes,252.97,8,5,61
QB105960,8,12,yes,236.64,10,4,44
QB105961,2,1,no,0.0,0,1,5
QB105964,4,2,yes,381.66,2,2,7
QB105967,1,1,no,0.0,1,1,3
QB105975,6,3,yes,470.22,2,2,11
QB105979,9,5,no,0.0,5,2,23
QB105983,1,3,no,0.0,1,1,12
QB105984,2,0,no,0.0,1,1,6
QB105985,1,1,no,0.0,0,1,2
QB105987,1,1,no,0.0,0,2,10
QB105989,4,1,no,0.0,0,2,5
QB105990,9,2,yes,210.43,3,4,17
QB105991,2,4,no,0.0,1,4,8
QB105993,2,1,yes,188.38,0,1,5
QB105997,2,1,no,0.0,1,1,7
QB106010,1,1,yes,162.1,2,1,3
QB106013,2,0,no,0.0,0,1,6
QB106021,9,4,no,0.0,2,3,18
QB106032,5,6,no,0.0,1,4,25
QB106044,5,6,yes,171.33,3,2,24
QB106045,2,1,no,0.0,1,1,7
QB106056,2,1,no,0.0,0,1,3
QB106059,12,8,yes,485.4,6,7,56
QB106067,2,0,no,0.0,1,1,2
QB106068,8,7,yes,251.78,1,4,21
QB106071,6,6,yes,213.06,5,4,21
QB106073,3,3,no,0.0,3,2,3
QB106074,14,8,yes,212.28,11,5,23
QB106083,2,0,no,0.0,1,1,3
QB106087,8,7,yes,98.69,5,4,29
QB106100,12,9,yes,538.76,6,5,65
QB106101,8,5,yes,199.35,1,3,28
QB106102,2,1,no,0.0,2,1,5
QB106105,4,3,no,0.0,2,4,29
QB106107,17,4,yes,274.8,6,7,52
QB106108,19,7,yes,285.03,9,6,28
QB106112,5,3,yes,188.93,4,4,11
QB106114,1,2,no,0.0,0,2,5
QB106115,5,7,yes,356.23,5,2,15
QB106121,6,8,no,0.0,4,4,37
QB106123,2,1,no,0.0,1,1,3
QB106131,17,9,yes,105.02,8,7,60
QB106135,17,8,yes,153.67,5,5,32
QB106138,6,4,no,0.0,3,3,22
QB106143,3,3,no,0.0,0,2,9
QB106144,1,1,no,0.0,0,1,7
QB106146,1,1,no,0.0,1,1,7
QB106151,1,0,no,0.0,0,1,5
QB106156,7,2,yes,343.06,3,3,22
QB106160,18,10,yes,124.68,3,7,38
QB106166,9,7,yes,111.11,3,2,27
QB106174,16,11,yes,759.65,10,7,37
QB106179,2,0,no,0.0,2,1,5
QB106181,15,13,yes,271.28,5,6,41
QB106185,3,4,yes,527.38,4,2,20
QB106186,1,1,no,0.0,2,1,2
QB106188,9,4,yes,153.63,3,4,34
QB106193,7,3,yes,176.26,5,2,12
QB106195,6,4,no,0.0,3,4,20
QB106196,8,5,yes,333.7,5,7,72
QB106203,2,1,no,0.0,1,2,13
QB106207,8,8,no,0.0,6,5,20
QB106209,3,6,no,0.0,3,2,29
QB106212,15,10,yes,130.47,11,6,41
QB106224,16,13,yes,129.08,3,5,55
QB106225,2,0,no,0.0,1,1,2
QB106232,7,3,no,0.0,1,4,8
QB106234,2,1,no,0.0,1,1,6
QB106237,2,1,no,0.0,0,1,6
QB106238,6,6,yes,293.22,1,4,15
QB106243,3,2,yes,569.52,4,3,25
QB106245,2,0,no,0.0,2,1,7
QB106248,2,1,no,0.0,2,1,3
QB106250,2,1,yes,185.7,1,1,7
QB106254,4,1,no,0.0,1,1,14
QB106259,9,5,no,0.0,1,4,10
QB106265,3,1,no,0.0,0,1,4
QB106268,7,7,yes,418.11,1,4,10
QB106271,4,2,yes,90.61,3,4,10
QB106277,9,9,no,0.0,6,5,50
QB106293,9,7,no,0.0,1,4,15
QB106295,8,3,yes,102.59,1,3,28
QB106296,2,0,no,0.0,1,1,3
QB106297,9,2,no,0.0,4,3,9
QB106302,11,14,yes,151.91,10,5,26
QB106308,13,9,yes,359.83,6,5,54
QB106310,1,1,no,0.0,0,1,6
QB106311,9,13,yes,456.35,4,7,68
QB106318,5,5,no,0.0,4,3,11
QB106321,8,5,yes,216.64,11,7,28
QB106326,3,1,no,0.0,0,2,13
QB106329,2,1,no,0.0,1,1,4
QB106331,6,7,no,0.0,4,3,34
QB106332,11,7,yes,248.8,10,4,61
QB106339,3,3,no,0.0,3,2,7
QB106341,1,0,no,0.0,0,1,2
QB106345,18,4,yes,524.73,5,6,44
QB106351,1,3,no,0.0,1,1,5
QB106353,5,14,yes,174.62,8,5,74
QB106354,8,10,yes,465.51,4,4,21
QB106361,5,2,no,0.0,1,2,11
QB106372,6,2,yes,120.04,1,4,19
QB106382,2,1,yes,76.88,0,1,4
QB106384,1,0,no,0.0,0,1,7
QB106389,4,5,no,0.0,3,4,26
QB106392,9,6,yes,149.29,4,3,15
QB106395,17,12,yes,101.89,11,5,64
QB106398,8,5,yes,564.49,6,4,52
QB106404,5,2,yes,204.67,4,3,8
QB106410,1,1,no,0.0,1,1,7
QB106419,3,2,no,0.0,3,2,13
QB106420,13,6,yes,208.72,4,6,28
QB106426,5,2,yes,227.11,4,4,29
QB106428,9,6,yes,234.33,3,2,19
QB106443,2,5,yes,269.75,3,2,28
QB106445,7,4,yes,263.19,10,7,33
QB106446,3,3,no,0.0,3,4,9
QB106448,16,10,yes,629.17,8,7,62
QB106453,6,2,yes,327.02,3,4,28
QB106458,17,10,yes,171.16,8,4,79
QB106464,10,10,yes,124.16,5,6,51
QB106465,18,12,no,0.0,7,5,76
QB106470,1,1,yes,216.85,3,1,11
QB106476,1,1,yes,228.51,1,1,4
QB106478,7,5,yes,173.72,3,3,12
QB106479,15,13,yes,608.6,10,4,24
QB106481,9,3,yes,453.38,2,4,10
QB106482,16,9,yes,125.09,11,6,64
QB106492,2,1,no,0.0,0,1,4
QB106493,16,10,yes,174.12,3,7,32
QB106508,4,2,no,0.0,4,4,26
QB106513,4,1,no,0.0,2,2,13
QB106518,2,2,no,0.0,2,4,30
QB106521,19,7,yes,323.21,10,5,46
QB106522,3,1,yes,469.56,1,2,9
QB106525,7,5,yes,272.35,4,4,8
QB106532,3,2,no,0.0,1,4,33
QB106539,7,8,no,0.0,8,6,66
QB106540,1,2,no,0.0,0,1,9
QB106541,4,1,no,0.0,1,2,9
QB106550,7,3,yes,158.51,4,4,30
QB106552,9,5,yes,312.66,2,3,8
QB106556,2,2,no,0.0,3,2,5
QB106558,4,6,yes,185.23,2,4,9
QB106559,8,4,yes,535.67,2,4,28
QB106575,9,8,no,0.0,3,7,63
QB106576,8,6,yes,257.21,3,6,27
QB106579,2,2,yes,355.43,2,1,8
QB106582,2,1,no,0.0,1,1,4
QB106583,1,0,no,0.0,1,1,2
QB106591,2,2,no,0.0,2,3,14
QB106599,3,7,yes,244.13,1,2,23
QB106611,4,2,no,0.0,3,2,10
QB106616,4,7,yes,132.69,4,4,14
QB106625,1,0,no,0.0,1,1,1
QB106633,19,14,yes,168.66,7,7,51
QB106638,2,0,no,0.0,1,1,2
QB106645,5,5,yes,167.81,5,2,22
